0;0;0;0;land;false;unknown;0
1;144;236;214;land;true;forest;1
2;196;200;142;land;false;mountain;1
3;177;161;205;land;false;plains;1
4;252;133;238;land;false;desert;1
5;210;215;102;land;false;plains;1
6;243;201;141;land;false;plains;1
7;36;244;250;land;false;desert;1
8;241;97;211;land;false;plains;1
9;174;237;249;land;false;forest;1
10;172;171;192;land;false;plains;1
11;123;242;218;land;false;forest;1
12;222;66;253;land;false;forest;1
13;245;178;83;land;false;desert;1
14;243;236;74;land;false;desert;1
15;223;190;120;land;false;jungle;1
16;245;197;239;land;false;desert;1
17;157;152;234;land;false;mountain;1
18;193;189;202;land;false;desert;1
19;163;191;204;land;false;forest;1
20;226;98;217;land;false;desert;1
21;130;207;212;land;false;plains;1
22;219;247;232;land;false;plains;1
23;90;242;189;land;false;plains;1
24;113;153;253;land;false;mountain;1
25;250;116;146;land;false;desert;1
26;43;253;216;land;false;desert;1
27;177;131;249;land;false;plains;1
28;210;236;101;land;false;plains;1
29;129;229;248;land;false;plains;1
30;228;238;221;land;false;forest;1
31;183;119;213;land;false;desert;1
32;237;205;234;land;false;desert;1
33;250;217;58;land;false;forest;1
34;81;253;252;land;false;desert;1
35;241;250;62;land;false;desert;1
36;244;225;199;land;false;plains;1
37;240;146;201;land;true;mountain;1
38;246;89;195;land;false;desert;1
39;246;221;97;land;false;desert;1
40;120;238;195;land;false;desert;1
41;254;121;229;land;false;forest;1
42;120;229;228;land;false;forest;1
43;126;206;245;land;false;forest;1
44;154;171;185;land;false;desert;1
45;51;250;203;land;false;plains;1
46;169;253;91;land;false;mountain;1
47;231;175;212;land;false;desert;1
48;184;161;168;land;false;plains;1
49;135;250;246;land;false;plains;1
50;201;96;233;land;false;mountain;1
51;193;237;208;land;false;desert;1
52;248;218;118;land;false;desert;1
53;72;240;245;land;false;plains;1
54;228;232;80;land;false;forest;1
55;218;135;164;land;false;mountain;1
56;112;250;216;land;true;forest;1
57;231;84;220;land;false;plains;1
58;175;193;238;land;false;mountain;1
59;214;243;183;land;false;desert;1
60;248;214;168;land;false;plains;1
61;175;164;210;land;false;plains;1
62;84;252;245;land;false;desert;1
63;212;250;175;land;false;forest;1
64;195;236;176;land;false;forest;1
65;107;229;193;land;false;plains;1
66;235;235;137;land;false;plains;1
67;248;239;38;land;false;plains;1
68;75;241;220;land;false;plains;1
69;169;128;237;land;false;forest;1
70;217;233;107;land;false;forest;1
71;221;233;227;land;true;jungle;1
72;145;229;163;land;false;desert;1
73;227;225;236;land;false;plains;1
74;87;239;214;land;false;desert;1
