2;naval_base;2285.00;9.50;753.00;-0.71;15743
2;naval_base;2358.00;9.70;832.00;-3.76;16034
2;naval_base;2321.00;9.70;749.00;0.79;15540
2;naval_base;2345.00;9.50;767.00;0.12;17034
2;naval_base;2363.00;9.70;803.00;1.57;16767
2;naval_base;2273.00;9.50;787.00;-2.48;15397
2;naval_base;2293.00;9.50;750.00;-1.41;15743
2;naval_base;2328.00;9.70;822.00;-3.25;17516
2;naval_base;2298.00;9.50;818.00;-2.58;15875
2;naval_base;2338.00;9.50;761.00;1.25;17034
2;bunker;2318.00;11.00;776.00;0.06;0
2;bunker;2300.00;9.70;800.00;1.60;0
2;bunker;2291.00;9.98;769.00;4.54;0
2;bunker;2353.00;9.70;805.00;1.23;0
2;bunker;2310.00;9.70;795.00;0.19;0
2;bunker;2314.00;9.73;751.00;1.08;0
2;bunker;2334.00;9.70;796.00;0.72;0
2;bunker;2348.00;9.70;788.00;2.94;0
2;bunker;2350.00;9.70;798.00;1.39;0
2;bunker;2279.00;9.70;780.00;5.78;0
2;bunker;2307.00;9.93;758.00;2.68;0
2;bunker;2339.00;9.70;817.00;1.34;0
2;bunker;2314.00;9.70;823.00;5.46;0
2;bunker;2303.00;10.48;779.00;0.74;0
2;bunker;2331.00;9.78;786.00;3.40;0
2;bunker;2342.00;9.88;775.00;1.24;0
2;bunker;2303.00;9.75;760.00;2.44;0
2;bunker;2326.00;9.70;765.00;5.47;0
2;coastal_bunker;2284.00;9.50;753.00;-0.71;0
2;coastal_bunker;2346.00;9.70;829.00;-2.84;0
2;coastal_bunker;2323.00;9.50;753.00;0.79;0
2;coastal_bunker;2353.00;9.70;777.00;1.57;0
2;coastal_bunker;2359.00;9.70;799.00;1.57;0
2;coastal_bunker;2274.00;9.50;771.00;-1.11;0
2;coastal_bunker;2296.00;9.50;750.00;-0.54;0
2;coastal_bunker;2317.00;9.70;825.00;-3.25;0
2;coastal_bunker;2305.00;9.70;818.00;-2.58;0
2;coastal_bunker;2326.00;9.50;753.00;-0.32;0
3;arms_factory;2565.00;9.75;117.00;3.67;0
3;arms_factory;2534.00;10.25;118.00;0.05;0
3;arms_factory;1976.00;9.70;198.00;1.61;0
3;arms_factory;2438.00;9.70;58.00;5.73;0
3;arms_factory;2526.00;9.70;121.00;0.65;0
3;arms_factory;2441.00;9.70;47.00;4.78;0
3;industrial_complex;1979.00;9.70;187.00;0.06;0
3;industrial_complex;2555.00;10.28;115.00;4.18;0
3;industrial_complex;2521.00;9.70;115.00;0.56;0
3;industrial_complex;1981.00;9.70;191.00;2.12;0
3;industrial_complex;2546.00;9.70;153.00;6.24;0
3;industrial_complex;2593.00;11.78;171.00;1.17;0
3;air_base;2424.00;9.70;45.00;5.29;0
3;naval_base;2629.00;9.50;255.00;-2.03;15645
3;naval_base;2603.00;9.50;216.00;-2.30;15638
3;naval_base;2652.00;9.50;285.00;-1.57;16827
3;naval_base;2710.00;9.50;183.00;1.45;17110
3;naval_base;2738.00;9.50;215.00;-3.34;15372
3;naval_base;1944.00;9.70;208.00;-2.36;16625
3;naval_base;1976.00;9.50;164.00;-0.79;17555
3;naval_base;2303.00;9.70;132.00;-3.73;17116
3;naval_base;2110.00;9.50;23.00;-0.12;17429
3;naval_base;2083.00;9.70;180.00;-4.09;16579
3;naval_base;2019.00;9.50;84.00;-0.67;15303
3;naval_base;2406.00;9.50;43.00;-2.31;17541
3;naval_base;2694.00;9.50;236.00;-4.19;17453
3;naval_base;2492.00;9.70;113.00;-2.18;16277
3;naval_base;2098.00;9.70;115.00;1.03;16237
3;naval_base;2642.00;9.50;266.00;-3.93;16827
3;naval_base;1979.00;9.50;151.00;-1.57;17555
3;naval_base;2544.00;9.70;176.00;-2.98;17087
3;naval_base;2686.00;9.50;170.00;-0.69;17062
3;naval_base;2096.00;9.70;161.00;-4.21;16579
3;naval_base;2575.00;9.50;189.00;-2.93;17421
3;naval_base;2471.00;9.70;107.00;-3.52;16277
3;naval_base;2121.00;9.50;14.00;-0.24;17429
3;naval_base;2715.00;9.70;224.00;-3.65;15372
3;naval_base;2105.00;9.50;103.00;1.41;16237
3;naval_base;2064.00;9.70;191.00;-3.27;16276
3;naval_base;2073.00;9.50;44.00;-0.64;17687
3;naval_base;2506.00;9.50;133.00;-1.46;18166
3;naval_base;1966.00;9.50;167.00;-1.57;17555
3;naval_base;2422.00;9.50;74.00;-1.97;15427
3;naval_base;2136.00;9.70;44.00;-4.62;17095
3;naval_base;1939.00;9.50;213.00;-1.57;16625
3;naval_base;2053.00;9.70;203.00;-3.49;16276
3;naval_base;2680.00;9.50;249.00;-4.60;17453
3;naval_base;2421.00;9.70;51.00;-1.77;17541
3;naval_base;2358.00;9.50;63.00;-2.68;17207
3;naval_base;2324.00;9.50;101.00;-1.57;15749
3;naval_base;2020.00;9.50;71.00;-1.84;15303
3;naval_base;2043.00;9.70;208.00;-3.46;17266
3;naval_base;2218.00;9.50;99.00;-1.57;18188
3;naval_base;2388.00;9.70;52.00;-3.29;17541
3;naval_base;2620.00;9.50;247.00;-2.51;15645
3;naval_base;2553.00;9.70;180.00;-2.36;17087
3;naval_base;2100.00;9.70;152.00;-4.04;16579
3;naval_base;2483.00;9.50;111.00;-2.55;16277
3;naval_base;2594.00;9.50;201.00;-2.30;17421
3;naval_base;2199.00;9.50;84.00;-1.57;18188
3;naval_base;1968.00;9.50;198.00;-1.39;16387
3;naval_base;2043.00;9.50;59.00;-0.79;15893
3;naval_base;1986.00;9.50;129.00;-2.21;16205
3;naval_base;2531.00;9.50;171.00;-2.45;16613
3;naval_base;1969.00;9.50;195.00;-1.74;16387
3;naval_base;2137.00;9.50;75.00;-1.57;15442
3;naval_base;2087.00;9.50;36.00;-0.20;17687
3;naval_base;2097.00;9.50;30.00;0.11;17429
3;naval_base;2707.00;9.50;198.00;0.71;17110
3;naval_base;2404.00;9.70;43.00;-3.08;17541
3;naval_base;2111.00;9.70;72.00;1.31;16237
3;naval_base;2219.00;9.50;105.00;-3.61;18174
3;naval_base;1961.00;9.50;208.00;-0.54;16387
3;naval_base;2134.00;9.50;29.00;0.12;18219
3;naval_base;2677.00;9.70;173.00;0.43;17062
3;naval_base;2099.00;9.70;127.00;1.25;17089
3;naval_base;2105.00;9.70;81.00;-4.57;16237
3;naval_base;2415.00;9.70;45.00;-1.86;17541
3;naval_base;2002.00;9.50;104.00;-1.05;18182
3;naval_base;2039.00;9.50;62.00;-0.72;15893
3;naval_base;2020.00;9.50;72.00;-0.82;15303
3;bunker;2546.00;10.28;89.00;4.11;0
3;bunker;1987.00;9.70;197.00;0.50;0
3;bunker;2609.00;10.88;209.00;2.05;0
3;bunker;1988.00;9.70;183.00;6.18;0
3;bunker;2524.00;9.70;128.00;1.10;0
3;bunker;2595.00;13.20;150.00;5.22;0
3;bunker;2018.00;10.57;175.00;0.50;0
3;bunker;2063.00;9.70;78.00;4.62;0
3;bunker;2510.00;9.70;66.00;5.83;0
3;bunker;2478.00;9.70;94.00;3.67;0
3;bunker;2058.00;10.18;174.00;0.40;0
3;bunker;2008.00;9.70;134.00;1.61;0
3;bunker;2081.00;9.70;61.00;5.73;0
3;bunker;2058.00;9.70;94.00;2.12;0
3;bunker;2670.00;10.45;194.00;3.68;0
3;bunker;2554.00;9.70;166.00;0.06;0
3;bunker;2447.00;9.70;75.00;4.18;0
3;bunker;2099.00;9.70;53.00;4.28;0
3;bunker;2546.00;9.78;69.00;2.12;0
3;bunker;2497.00;10.25;89.00;4.79;0
3;bunker;2566.00;9.88;131.00;1.17;0
3;bunker;2517.00;9.90;61.00;4.18;0
3;bunker;2028.00;9.70;91.00;0.57;0
3;bunker;2648.00;10.25;217.00;4.69;0
3;bunker;2442.00;9.70;34.00;5.90;0
3;bunker;2048.00;9.70;162.00;2.63;0
3;bunker;2454.00;9.75;38.00;5.30;0
3;bunker;2618.00;10.07;235.00;1.68;0
3;bunker;2012.00;11.20;150.00;4.34;0
3;bunker;2054.00;9.70;83.00;1.07;0
3;bunker;2616.00;10.98;182.00;2.29;0
3;bunker;2069.00;9.70;97.00;0.13;0
3;bunker;2099.00;9.70;95.00;4.25;0
3;bunker;2124.00;9.70;50.00;4.35;0
3;bunker;2025.00;9.78;144.00;2.19;0
3;bunker;2499.00;9.70;120.00;4.85;0
3;bunker;2725.00;9.70;215.00;0.13;0
3;bunker;2045.00;9.70;203.00;2.80;0
3;bunker;2499.00;9.70;60.00;0.63;0
3;bunker;2097.00;9.70;31.00;3.30;0
3;bunker;2363.00;9.70;51.00;4.86;0
3;bunker;2462.00;9.70;94.00;1.24;0
3;bunker;2468.00;9.70;62.00;5.37;0
3;bunker;2635.00;10.57;254.00;1.75;0
3;bunker;2415.00;9.85;26.00;3.30;0
3;bunker;2088.00;9.70;42.00;1.14;0
3;bunker;2645.00;10.93;231.00;2.35;0
3;bunker;1998.00;9.70;159.00;0.19;0
3;bunker;2581.00;10.90;152.00;1.75;0
3;bunker;2093.00;9.70;109.00;4.42;0
3;bunker;2658.00;9.70;263.00;0.80;0
